transmittance,
X,Y
8.99822563559322,0.6746887816646562
9.013148834745763,0.6671145958986731
9.026650776836158,0.6632303980699638
9.040863347457627,0.6601230398069964
9.067867231638418,0.6662406513872134
9.087764830508474,0.6746887816646562
9.097713629943502,0.6933329312424608
9.096292372881356,0.6857587454764776
9.096292372881356,0.6802237635705669
9.104819915254238,0.7143075995174909
9.104819915254238,0.708481302774427
9.104819915254238,0.7026550060313631
9.124717514124294,0.7377098914354644
9.123296257062147,0.730232810615199
9.123296257062147,0.724794933655006
9.109083686440677,0.7201338962605548
9.151721398305085,0.7306212303980699
9.151721398305085,0.724794933655006
9.155985169491526,0.7178033775633292
9.165365466101694,0.7110448733413751
9.170481991525424,0.7041698431845597
9.168776483050847,0.6997418576598311
9.204592161016949,0.7181529553679131
9.22278425141243,0.722270205066345
9.24552436440678,0.7129966827503016
9.2583156779661,0.7061507840772014
9.266843220338982,0.7003244873341374
9.266843220338982,0.6944981905910735
9.275370762711864,0.6869240048250904
9.275370762711864,0.6810977080820265
9.275370762711864,0.6755627261761158
9.285319562146892,0.6673088057901085
9.283898305084746,0.6604143546441495
9.293847104519774,0.6533256936067551
9.312039194915254,0.6439259348612786
9.325683262711864,0.63949794933655
9.343591101694916,0.6304089264173702
9.343591101694916,0.6245826296743063
9.343591101694916,0.6187563329312424
9.343591101694916,0.6132213510253317
9.352118644067797,0.604773220747889
9.352118644067797,0.5989469240048251
9.352118644067797,0.5931206272617611
9.352118644067797,0.5875856453558503
9.360646186440677,0.5791375150784077
9.360646186440677,0.5733112183353437
9.360646186440677,0.5674849215922798
9.360646186440677,0.5616586248492159
9.35922492937853,0.5548612786489746
9.364909957627118,0.5488407720144752
9.369173728813559,0.5406839565741857
9.369173728813559,0.5348576598311219
9.369173728813559,0.5290313630880579
9.369173728813559,0.5232050663449939
9.369173728813559,0.5173787696019301
9.369173728813559,0.5115524728588661
9.364909957627118,0.5086393244873342
9.3734375,0.5033956574185765
9.37770127118644,0.49523884197828705
9.37770127118644,0.48941254523522315
9.37770127118644,0.4835862484921592
9.37770127118644,0.47775995174909525
9.37770127118644,0.47193365500603135
9.37770127118644,0.4661073582629674
9.3734375,0.46319420989143545
9.381965042372881,0.4579505428226779
9.386228813559322,0.4497937273823884
9.386228813559322,0.4439674306393245
9.386228813559322,0.4381411338962605
9.386228813559322,0.4323148371531966
9.386228813559322,0.4264885404101327
9.381965042372881,0.4235753920386007
9.390492584745763,0.41833172496984317
9.394756355932204,0.41134016887816643
9.394756355932204,0.4055138721351025
9.394756355932204,0.3996875753920386
9.394756355932204,0.39386127864897463
9.394756355932204,0.3880349819059107
9.399020127118643,0.381043425814234
9.403283898305084,0.37521712907117005
9.403283898305084,0.3693908323281061
9.403283898305084,0.3635645355850422
9.403283898305084,0.35773823884197825
9.403283898305084,0.3522032569360675
9.407547669491525,0.3460856453558504
9.411811440677965,0.34025934861278645
9.411811440677965,0.3344330518697225
9.410390183615819,0.3270530759951749
9.416075211864406,0.32278045838359465
9.420338983050847,0.3152062726176115
9.420338983050847,0.30937997587454763
9.420338983050847,0.3035536791314837
9.4189177259887,0.29714475271411334
9.428866525423729,0.28840530759951744
9.428866525423729,0.28257901085645354
9.428866525423729,0.27675271411338964
9.427445268361582,0.2703437876960193
9.43739406779661,0.26218697225572973
9.435972810734462,0.25519541616405306
9.445921610169492,0.24762123039806994
9.445921610169492,0.24179493365500604
9.445921610169492,0.2362599517490953
9.45587040960452,0.22722919179734613
9.450185381355933,0.22315078407720146
9.461555437853107,0.21635343787696015
9.470082980225989,0.20936188178528348
9.496477754237288,0.20234258142340167
9.515563206214688,0.222568154402895
9.515563206214688,0.21363449939686363
9.509878177966101,0.20975030156815433
9.522669491525424,0.23771652593486126
9.52409074858757,0.23072496984318447
9.532618290960452,0.27383956574185764
9.531197033898305,0.2662653799758745
9.531197033898305,0.2604390832328106
9.531197033898305,0.2546127864897466
9.532618290960452,0.24742702050663445
9.526933262711864,0.24354282267792515
9.539724576271187,0.31811942098914353
9.539724576271187,0.3122931242460796
9.539724576271187,0.3064668275030156
9.539724576271187,0.30064053075995173
9.539724576271187,0.2948142340168878
9.539724576271187,0.2889879372738239
9.535460805084746,0.2831616405307599
9.549673375706215,0.3651182147165259
9.548252118644067,0.35773823884197825
9.548252118644067,0.3519119420989143
9.548252118644067,0.3460856453558504
9.548252118644067,0.34025934861278645
9.548252118644067,0.3347243667068757
9.543988347457628,0.3297720144752714
9.543988347457628,0.3239457177322074
9.569570974576271,0.3971628468033775
9.566728460451976,0.38920024125452346
9.566728460451976,0.38337394451145956
9.566728460451976,0.3787129071170084
9.552515889830508,0.3740518697225573
9.575662076271186,0.4179155609167672
9.572413488700565,0.41017490952955366
9.578098516949153,0.40386308805790105
9.578098516949153,0.4410542822677925
9.578098516949153,0.4342569360675513
9.578098516949153,0.42843063932448733
9.569570974576271,0.42532328106151984
9.595153601694914,0.3961917973462002
9.595153601694914,0.3903655006031363
9.595153601694914,0.38453920386007234
9.595153601694914,0.3787129071170084
9.595153601694914,0.3728866103739445
9.599417372881355,0.36589505428226776
9.599417372881355,0.3600687575392038
9.599417372881355,0.3542424607961399
9.599417372881355,0.34841616405307596
9.597996115819209,0.34181302774427014
9.603681144067796,0.33559831121833533
9.607944915254237,0.329189384800965
9.607944915254237,0.32336308805790104
9.607944915254237,0.31753679131483714
9.60652365819209,0.31035102533172493
9.612208686440677,0.30530156815440285
9.616472457627118,0.2977273823884197
9.616472457627118,0.29190108564535583
9.616472457627118,0.2860747889022919
9.616472457627118,0.280248492159228
9.626421257062146,0.27461640530759945
9.639212570621469,0.2662653799758745
9.62926377118644,0.25907961399276236
9.62926377118644,0.25344752714113383
9.625,0.24907780458383588
9.660531426553671,0.285686369119421
9.654846398305084,0.2808311218335343
9.654846398305084,0.2750048250904704
9.678723516949152,0.3016892641737032
9.667637711864407,0.293648974668275
9.700326624293785,0.3023884197828709
9.727330508474576,0.30588419782870924
9.737279307909604,0.31559469240048243
9.748649364406779,0.32467400482509046
9.75717690677966,0.33249095295536785
9.765704449152542,0.33909408926417367
9.774231991525424,0.34530880579010853
9.799814618644067,0.3513293124246079
9.81260593220339,0.35832086851628464
9.822554731638418,0.36589505428226776
9.8310822740113,0.37638238841978283
9.839609816384181,0.38434499396863686
9.833924788135594,0.3699734620024125
9.850979872881355,0.3977940289505428
9.842452330508474,0.3915307599517491
9.859507415254237,0.40706755126658617
9.865192443502824,0.4148359469240048
9.873719985875706,0.4226043425814234
9.88509004237288,0.4378498190591073
9.880826271186441,0.43027563329312424
9.89077507062147,0.44668636911942095
9.89930261299435,0.4676610373944511
9.897881355932203,0.46028106151990344
9.897881355932203,0.4553287092882991
9.90783015536723,0.4886357056694812
9.906408898305084,0.48125572979493364
9.906408898305084,0.4763033775633293
9.916357697740112,0.5080566948130277
9.914936440677966,0.5010651387213509
9.910672669491525,0.4975693606755126
9.923463983050848,0.5278661037394451
9.924885240112994,0.5204861278648973
9.919200211864407,0.5162135102533172
9.933412782485876,0.5465102533172497
9.933412782485876,0.5375765983112183
9.927727754237289,0.533692400482509
9.94478283898305,0.5636978287092883
9.94051906779661,0.5552496984318456
9.950467867231637,0.5725343787696019
9.958995409604519,0.5818564535585042
9.9675229519774,0.5907901085645355
9.978893008474575,0.6005491556091677
9.987420550847457,0.6090458383594692
9.995948093220338,0.621475271411339
9.991684322033898,0.6140952955367913
10.001633121468926,0.6319626055488541
9.995948093220338,0.6257478890229191
10.010160663841807,0.6405078407720144
10.018688206214689,0.6544909529553679
10.017266949152543,0.6481791314837153
10.02721574858757,0.6684740651387213
10.025794491525424,0.6621622436670687
10.035743290960452,0.6840108564535585
10.034322033898306,0.6767279855247286
10.044270833333332,0.6937213510253317
10.055640889830508,0.704111580217129
10.06416843220339,0.7140162846803377
10.081223516949152,0.7229013872135103
10.095436087570622,0.7294559710494571
10.12386122881356,0.7357483715319661
10.157971398305085,0.7306212303980699
10.179290254237287,0.7250862484921592
10.189239053672317,0.7185802171290712
10.197766596045199,0.7104234016887816
10.206294138418079,0.7022665862484921
10.21482168079096,0.6929445114595898
10.213400423728814,0.6857587454764776
10.221927966101696,0.6781845597104945
10.220506709039547,0.6711930036188178
10.230455508474575,0.6642014475271412
10.230455508474575,0.6583751507840772
10.230455508474575,0.6525488540410133
10.240404307909603,0.6451688781664656
10.262433792372882,0.636890681544029
10.25603813559322,0.6304089264173702
10.283752648305084,0.6464312424607961
10.291569562146893,0.6556562123039806
10.300097104519773,0.6692509047044631
10.298675847457627,0.6630361881785283
10.308624646892655,0.6781845597104945
10.319994703389831,0.6875066344993969
10.324258474576272,0.6944981905910735
10.3342072740113,0.7016839565741857
10.354104872881356,0.7125597104945718
10.345577330508474,0.705568154402895
10.358368644067797,0.7183860072376357
10.366896186440677,0.724794933655006
10.391057556497175,0.7314951749095295
10.418061440677967,0.7259601930036188
10.413797669491526,0.7230470446320868
10.4251677259887,0.7166381182147165
10.433695268361582,0.7096465621230398
10.442222810734464,0.7014897466827503
10.450750353107345,0.6933329312424608
10.459277895480225,0.6853703256936068
10.479175494350283,0.676922195416164
10.496230579096045,0.6733293124246079
10.516128177966102,0.6711930036188178
10.520391949152543,0.6653667068757538
10.528919491525423,0.6583751507840772
10.538868290960451,0.6513835946924005
10.550238347457627,0.6445862484921592
10.550238347457627,0.6389541616405308
10.54853283898305,0.6325063932448733
10.572978460451978,0.6579867310012062
10.567293432203389,0.653714113389626
10.580084745762711,0.6711930036188178
10.580084745762711,0.6656580217129071
10.588612288135593,0.6828455971049456
10.588612288135593,0.6773106151990349
10.601403601694916,0.6908082026537997
10.626986228813559,0.6969743667068757
10.644041313559322,0.704111580217129
10.658253884180791,0.7108118214716526
10.686679025423729,0.7173372738238841
10.720789194915254,0.7174149577804584
10.746371822033899,0.7108118214716526
10.754899364406779,0.7051797346200241
10.76911193502825,0.6977997587454764
10.77763947740113,0.689254523522316
10.784745762711864,0.678767189384801
10.794694562146892,0.6696393244873341
10.793273305084746,0.6627448733413751
10.803222104519774,0.653714113389626
10.80037959039548,0.6463341375150784
10.811749646892656,0.637400482509047
10.808907132768361,0.6300205066344994
10.835058262711865,0.6235338962605549
10.835911016949153,0.6172997587454765
10.835911016949153,0.6126387213510253
10.854387358757062,0.6311857659831122
10.862914901129944,0.6432267792521109
10.857229872881355,0.6385657418576598
10.871442443502826,0.6568214716525935
10.870021186440677,0.650800965018094
10.879969985875707,0.6715814234016888
10.87854872881356,0.6647840772014475
10.891340042372882,0.6824086248492159
10.916922669491525,0.6890214716525934
10.94250529661017,0.6806607358262967
10.95529661016949,0.6723582629674306
10.963824152542372,0.6647840772014475
10.963824152542372,0.6589577804583836
10.963824152542372,0.6531314837153196
10.972351694915254,0.6449746682750301
10.970930437853108,0.637788902291918
10.976615466101695,0.6327394451145959
10.980879237288136,0.6263305186972256
10.979457980225988,0.6191447527141134
10.999355579096045,0.6125416164053076
10.995802436440677,0.6060841375150784
11.006461864406779,0.5995295536791314
11.006461864406779,0.5925379975874547
11.005040607344633,0.5861290711700844
11.01072563559322,0.582633293124246
11.032044491525424,0.6280784077201447
11.03346574858757,0.6208926417370325
11.027780720338983,0.6164258142340169
11.027780720338983,0.6105995174909529
11.027780720338983,0.6053558504221954
11.041993290960452,0.6443920386007237
11.040572033898306,0.6379831121833535
11.036308262711865,0.6339047044632087
11.050520833333334,0.6630361881785283
11.049099576271185,0.6563359469240048
11.044835805084745,0.6525488540410133
11.059048375706215,0.6760482509047044
11.053363347457626,0.6711930036188178
