,x,y
601,9.37145,0.62864381
602,9.3729,0.53541589
603,9.37435,0.45551771
604,9.3758,0.36383662
605,9.37725,0.19846989
606,9.3787,0.06044927
607,9.38015,0.05288497
608,9.3816,0.15184306
609,9.38305,0.30250436
610,9.3845,0.45895979000000003
611,9.38595,0.54621446
612,9.3874,0.54540151
613,9.38885,0.53106505
614,9.3903,0.51856112
615,9.39175,0.48570201
616,9.3932,0.46526054
617,9.39465,0.45096686
618,9.3961,0.46825507
619,9.39755,0.53750515
620,9.399000000000001,0.5471195600000001
621,9.40045,0.47496003000000003
622,9.4019,0.38095191
623,9.40335,0.35471743
624,9.4048,0.41550717
625,9.40625,0.45144626
626,9.4077,0.46144703000000004
627,9.40915,0.38045201
628,9.4106,0.21666904
629,9.41205,0.19902621
630,9.4135,0.30223697
631,9.41495,0.37815467
632,9.4164,0.39646899999999996
633,9.41785,0.34171122
634,9.4193,0.28989145
635,9.42075,0.32897559
636,9.4222,0.36412433
637,9.42365,0.30427942
638,9.4251,0.28190869
639,9.42655,0.33148652
640,9.428,0.31338015
641,9.42945,0.23980303
642,9.4309,0.17286381
643,9.43235,0.13522008
644,9.4338,0.1860531
645,9.43525,0.25746694000000003
646,9.4367,0.27139765
647,9.43815,0.24861989999999998
648,9.4396,0.23539977
649,9.44105,0.25452617
650,9.4425,0.23614365
651,9.44395,0.22406811000000001
652,9.4454,0.24350855000000002
653,9.44685,0.20803407000000002
654,9.4483,0.15458883
655,9.44975,0.20944913
656,9.4512,0.34507644
657,9.45265,0.3390747
658,9.4541,0.25458151
659,9.45555,0.26072201
660,9.457,0.22502109
661,9.45845,0.13362542
662,9.4599,0.14242479
663,9.46135,0.27161583
664,9.4628,0.36917555
665,9.46425,0.30228519
666,9.4657,0.17126817
667,9.46715,0.12154235000000001
668,9.4686,0.12377714000000001
669,9.47005,0.13364218
670,9.4715,0.15234292
671,9.47295,0.15955816
672,9.4744,0.15329346
673,9.47585,0.16153291
674,9.4773,0.16226767
675,9.47875,0.14092369
676,9.4802,0.18366383
677,9.48165,0.27648583
678,9.4831,0.30760822
679,9.48455,0.24684319000000002
680,9.486,0.17280085
681,9.48745,0.17132209
682,9.4889,0.19441254
683,9.49035,0.16220628
684,9.4918,0.151116
685,9.49325,0.2058197
686,9.4947,0.23462963
687,9.49615,0.20753399
688,9.4976,0.19732678
689,9.49905,0.26229113
690,9.5005,0.28581744000000003
691,9.50195,0.19090664000000002
692,9.5034,0.10286339
693,9.50485,0.1088403
694,9.5063,0.19904302000000001
695,9.50775,0.25226766
696,9.5092,0.20102866
697,9.51065,0.16974249
698,9.5121,0.18220893
699,9.51355,0.17369929
700,9.515,0.13093518
701,9.51645,0.11438464
702,9.517900000000001,0.14004062
703,9.51935,0.13501264
704,9.5208,0.13001987
705,9.52225,0.19513831
706,9.5237,0.30760719999999997
707,9.52515,0.34514752
708,9.5266,0.25332984000000003
709,9.52805,0.13340834000000001
710,9.5295,0.10552384000000001
711,9.53095,0.14361365
712,9.532399999999999,0.16251548
713,9.53385,0.17306568
714,9.5353,0.22571239
715,9.53675,0.32276821
716,9.5382,0.33913973000000003
717,9.53965,0.24476624
718,9.5411,0.17991167
719,9.54255,0.20404762
720,9.544,0.23735411
721,9.54545,0.22796659
722,9.5469,0.24756737
723,9.54835,0.32250789
724,9.5498,0.40818921
725,9.55125,0.40215838
726,9.5527,0.29097539
727,9.55415,0.2540032
728,9.5556,0.3331418
729,9.55705,0.38075602000000003
730,9.5585,0.32916561
731,9.55995,0.31442302
732,9.5614,0.40223235
733,9.562850000000001,0.50031751
734,9.5643,0.57818735
735,9.56575,0.57865328
736,9.5672,0.47121841000000003
737,9.56865,0.39440289
738,9.5701,0.4613615
739,9.57155,0.51738077
740,9.573,0.47812507
741,9.57445,0.51106757
742,9.5759,0.62623054
743,9.57735,0.70942271
744,9.5788,0.7255495200000001
745,9.58025,0.68875027
746,9.5817,0.66074938
747,9.58315,0.67654365
748,9.5846,0.64334518
749,9.58605,0.56182069
750,9.5875,0.56285524
751,9.58895,0.61695367
752,9.5904,0.58447629
753,9.59185,0.50860929
754,9.5933,0.53742605
755,9.59475,0.59226853
756,9.5962,0.54807925
757,9.59765,0.4165619
758,9.5991,0.27086833
759,9.60055,0.20095919
760,9.602,0.18862586
761,9.60345,0.17652225
762,9.6049,0.17807721
763,9.60635,0.20872265
764,9.6078,0.21727233
765,9.60925,0.18648766
766,9.6107,0.17518899999999998
767,9.61215,0.18172259999999998
768,9.6136,0.17414309
769,9.61505,0.17980778
770,9.6165,0.19977231
771,9.61795,0.17916268
